,Datetime,tikr,open,high,low,close,volume,emalow,emahigh,ematrend,edgeHigh,edgeLow,new_date,new_time,current_runn,trigger_start,open_position,start_price,end_price,pnl,risk,reward
28,2021-04-29 09:43:00+05:30,HDFCBANK.NS,1495.2,1496.3,1494.15,1495.35,66379,1496.51,1495.69,no,1499.9,1494.55,2021-04-29,09:43:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2021-04-29 09:44:00+05:30,HDFCBANK.NS,1495.35,1496.3,1494.6,1494.6,55666,1496.45,1495.71,no,1499.7,1494.15,2021-04-29,09:44:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2021-04-29 09:45:00+05:30,HDFCBANK.NS,1494.6,1497.0,1494.05,1497.0,41592,1496.37,1495.76,no,1499.0,1494.15,2021-04-29,09:45:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2021-04-29 09:46:00+05:30,HDFCBANK.NS,1496.85,1496.85,1493.05,1494.4,61586,1496.27,1495.81,no,1499.0,1494.05,2021-04-29,09:46:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2021-04-29 09:47:00+05:30,HDFCBANK.NS,1493.8,1494.15,1486.65,1487.7,204845,1495.97,1495.74,no,1499.0,1493.05,2021-04-29,09:47:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2021-04-29 09:48:00+05:30,HDFCBANK.NS,1487.45,1491.0,1486.3,1488.8,75201,1495.69,1495.56,no,1499.0,1486.65,2021-04-29,09:48:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2021-04-29 09:49:00+05:30,HDFCBANK.NS,1488.0,1488.35,1484.0,1485.6,88023,1495.36,1495.27,no,1499.0,1486.3,2021-04-29,09:49:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2021-04-29 09:50:00+05:30,HDFCBANK.NS,1485.4,1487.75,1481.05,1483.75,93606,1494.96,1494.98,no,1498.7,1484.0,2021-04-29,09:50:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2021-04-29 09:51:00+05:30,HDFCBANK.NS,1483.55,1484.75,1482.45,1483.85,44307,1494.62,1494.58,no,1498.5,1481.05,2021-04-29,09:51:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2021-04-29 09:52:00+05:30,HDFCBANK.NS,1483.95,1486.0,1483.2,1485.65,41132,1494.32,1494.24,no,1498.0,1481.05,2021-04-29,09:52:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2021-04-29 09:53:00+05:30,HDFCBANK.NS,1484.9,1486.75,1484.55,1485.5,41975,1494.07,1493.95,no,1497.0,1481.05,2021-04-29,09:53:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2021-04-29 09:54:00+05:30,HDFCBANK.NS,1485.4,1485.4,1481.5,1482.65,64467,1493.76,1493.61,no,1497.0,1481.05,2021-04-29,09:54:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2021-04-29 09:55:00+05:30,HDFCBANK.NS,1482.0,1482.75,1478.25,1478.25,139542,1493.38,1493.19,no,1497.0,1481.05,2021-04-29,09:55:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2021-04-29 09:56:00+05:30,HDFCBANK.NS,1478.9,1478.9,1475.5,1475.5,105854,1492.95,1492.63,no,1496.85,1478.25,2021-04-29,09:56:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2021-04-29 09:57:00+05:30,HDFCBANK.NS,1475.1,1477.0,1473.6,1475.55,129372,1492.5,1492.01,no,1494.15,1475.5,2021-04-29,09:57:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2021-04-29 09:58:00+05:30,HDFCBANK.NS,1476.45,1477.35,1474.0,1475.05,110652,1492.08,1491.44,no,1491.0,1473.6,2021-04-29,09:58:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2021-04-29 09:59:00+05:30,HDFCBANK.NS,1474.9,1477.0,1473.4,1477.0,63709,1491.67,1490.87,no,1488.35,1473.6,2021-04-29,09:59:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2021-04-29 10:00:00+05:30,HDFCBANK.NS,1476.7,1477.3,1472.0,1474.0,97677,1491.24,1490.34,no,1487.75,1473.4,2021-04-29,10:00:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2021-04-29 10:01:00+05:30,HDFCBANK.NS,1474.0,1475.8,1473.65,1474.9,64914,1490.86,1489.77,no,1486.75,1472.0,2021-04-29,10:01:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2021-04-29 10:02:00+05:30,HDFCBANK.NS,1474.75,1477.4,1474.0,1477.2,41288,1490.51,1489.28,no,1486.75,1472.0,2021-04-29,10:02:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2021-04-29 10:03:00+05:30,HDFCBANK.NS,1477.45,1478.5,1476.0,1478.5,37513,1490.22,1488.86,no,1486.75,1472.0,2021-04-29,10:03:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2021-04-29 10:04:00+05:30,HDFCBANK.NS,1478.1,1484.7,1477.25,1484.05,47276,1489.96,1488.7,no,1485.4,1472.0,2021-04-29,10:04:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2021-04-29 10:05:00+05:30,HDFCBANK.NS,1484.0,1486.05,1481.55,1485.9,62381,1489.79,1488.59,no,1484.7,1472.0,2021-04-29,10:05:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2021-04-29 10:06:00+05:30,HDFCBANK.NS,1486.35,1486.75,1484.4,1486.55,62435,1489.69,1488.52,no,1486.05,1472.0,2021-04-29,10:06:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2021-04-29 10:07:00+05:30,HDFCBANK.NS,1486.75,1487.05,1485.0,1485.6,27701,1489.6,1488.46,no,1486.75,1472.0,2021-04-29,10:07:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2021-04-29 10:08:00+05:30,HDFCBANK.NS,1485.3,1485.6,1484.1,1484.35,15939,1489.5,1488.35,no,1487.05,1472.0,2021-04-29,10:08:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2021-04-29 10:09:00+05:30,HDFCBANK.NS,1484.0,1484.35,1478.1,1478.2,48821,1489.29,1488.2,no,1487.05,1472.0,2021-04-29,10:09:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2021-04-29 10:10:00+05:30,HDFCBANK.NS,1478.45,1479.15,1476.8,1477.3,38620,1489.07,1487.84,no,1487.05,1472.0,2021-04-29,10:10:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2021-04-29 10:11:00+05:30,HDFCBANK.NS,1477.0,1478.5,1476.95,1478.0,17577,1488.86,1487.47,no,1487.05,1473.65,2021-04-29,10:11:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2021-04-29 10:12:00+05:30,HDFCBANK.NS,1478.0,1479.85,1477.35,1479.15,20452,1488.66,1487.18,no,1487.05,1474.0,2021-04-29,10:12:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2021-04-29 10:13:00+05:30,HDFCBANK.NS,1479.35,1482.0,1479.35,1480.45,12682,1488.5,1486.97,no,1487.05,1476.0,2021-04-29,10:13:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2021-04-29 10:14:00+05:30,HDFCBANK.NS,1480.45,1480.45,1478.6,1479.95,11022,1488.33,1486.72,no,1487.05,1476.8,2021-04-29,10:14:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2021-04-29 10:15:00+05:30,HDFCBANK.NS,1479.95,1479.95,1476.0,1477.9,25732,1488.13,1486.45,no,1487.05,1476.8,2021-04-29,10:15:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2021-04-29 10:16:00+05:30,HDFCBANK.NS,1477.5,1479.5,1477.15,1479.0,12971,1487.95,1486.18,no,1487.05,1476.0,2021-04-29,10:16:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2021-04-29 10:17:00+05:30,HDFCBANK.NS,1479.0,1481.25,1478.75,1479.35,26486,1487.81,1485.99,no,1487.05,1476.0,2021-04-29,10:17:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2021-04-29 10:18:00+05:30,HDFCBANK.NS,1479.4,1480.0,1479.1,1479.5,10226,1487.67,1485.75,no,1485.6,1476.0,2021-04-29,10:18:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2021-04-29 10:19:00+05:30,HDFCBANK.NS,1479.5,1480.0,1478.35,1480.0,12198,1487.53,1485.52,no,1484.35,1476.0,2021-04-29,10:19:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2021-04-29 10:20:00+05:30,HDFCBANK.NS,1479.6,1482.0,1479.6,1481.2,24543,1487.41,1485.39,no,1482.0,1476.0,2021-04-29,10:20:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2021-04-29 10:21:00+05:30,HDFCBANK.NS,1481.2,1481.2,1478.95,1479.0,20965,1487.28,1485.22,no,1482.0,1476.0,2021-04-29,10:21:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2021-04-29 10:22:00+05:30,HDFCBANK.NS,1478.7,1480.0,1478.15,1478.95,8215,1487.15,1485.02,no,1482.0,1476.0,2021-04-29,10:22:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
68,2021-04-29 10:23:00+05:30,HDFCBANK.NS,1478.55,1480.3,1478.55,1479.95,9390,1487.02,1484.83,no,1482.0,1476.0,2021-04-29,10:23:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2021-04-29 10:24:00+05:30,HDFCBANK.NS,1479.65,1480.65,1479.6,1480.0,9258,1486.92,1484.67,no,1482.0,1476.0,2021-04-29,10:24:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2021-04-29 10:25:00+05:30,HDFCBANK.NS,1480.3,1481.45,1479.6,1481.2,24912,1486.81,1484.54,no,1482.0,1476.0,2021-04-29,10:25:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2021-04-29 10:26:00+05:30,HDFCBANK.NS,1481.2,1481.2,1478.0,1478.9,35192,1486.69,1484.41,no,1482.0,1477.15,2021-04-29,10:26:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2021-04-29 10:27:00+05:30,HDFCBANK.NS,1478.6,1479.75,1478.35,1479.15,6164,1486.58,1484.23,no,1482.0,1478.0,2021-04-29,10:27:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2021-04-29 10:28:00+05:30,HDFCBANK.NS,1479.0,1479.0,1476.55,1477.65,23845,1486.44,1484.02,no,1482.0,1478.0,2021-04-29,10:28:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2021-04-29 10:29:00+05:30,HDFCBANK.NS,1477.35,1477.35,1475.1,1475.6,19962,1486.29,1483.76,no,1482.0,1476.55,2021-04-29,10:29:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2021-04-29 10:30:00+05:30,HDFCBANK.NS,1475.1,1476.8,1475.1,1476.65,19177,1486.14,1483.49,no,1482.0,1475.1,2021-04-29,10:30:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2021-04-29 10:31:00+05:30,HDFCBANK.NS,1476.95,1478.1,1476.0,1477.2,20559,1486.01,1483.28,no,1481.45,1475.1,2021-04-29,10:31:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2021-04-29 10:32:00+05:30,HDFCBANK.NS,1477.35,1478.0,1476.25,1478.0,6243,1485.89,1483.07,no,1481.45,1475.1,2021-04-29,10:32:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
78,2021-04-29 10:33:00+05:30,HDFCBANK.NS,1477.8,1478.0,1475.5,1476.5,16921,1485.76,1482.87,no,1481.45,1475.1,2021-04-29,10:33:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2021-04-29 10:34:00+05:30,HDFCBANK.NS,1476.4,1476.9,1476.0,1476.25,8973,1485.63,1482.64,no,1481.45,1475.1,2021-04-29,10:34:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2021-04-29 10:35:00+05:30,HDFCBANK.NS,1475.9,1476.8,1475.9,1476.45,6327,1485.51,1482.41,no,1481.45,1475.1,2021-04-29,10:35:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2021-04-29 10:36:00+05:30,HDFCBANK.NS,1476.5,1476.5,1473.05,1473.1,45495,1485.36,1482.18,no,1481.2,1475.1,2021-04-29,10:36:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2021-04-29 10:37:00+05:30,HDFCBANK.NS,1473.1,1474.95,1473.0,1473.45,28660,1485.21,1481.89,no,1479.75,1473.05,2021-04-29,10:37:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2021-04-29 10:38:00+05:30,HDFCBANK.NS,1472.65,1473.5,1471.25,1472.7,39644,1485.05,1481.56,no,1479.0,1473.0,2021-04-29,10:38:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2021-04-29 10:39:00+05:30,HDFCBANK.NS,1472.25,1473.0,1471.0,1471.9,18876,1484.88,1481.23,no,1478.1,1471.25,2021-04-29,10:39:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2021-04-29 10:40:00+05:30,HDFCBANK.NS,1471.9,1472.0,1468.85,1470.0,56728,1484.69,1480.87,no,1478.1,1471.0,2021-04-29,10:40:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2021-04-29 10:41:00+05:30,HDFCBANK.NS,1470.1,1473.85,1470.1,1472.0,22923,1484.53,1480.59,no,1478.1,1468.85,2021-04-29,10:41:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2021-04-29 10:42:00+05:30,HDFCBANK.NS,1471.95,1472.45,1471.25,1471.7,18417,1484.38,1480.27,no,1478.0,1468.85,2021-04-29,10:42:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2021-04-29 10:43:00+05:30,HDFCBANK.NS,1471.25,1471.55,1470.0,1470.6,19070,1484.21,1479.93,no,1478.0,1468.85,2021-04-29,10:43:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
89,2021-04-29 10:44:00+05:30,HDFCBANK.NS,1470.6,1471.3,1470.0,1470.0,22823,1484.06,1479.59,no,1476.9,1468.85,2021-04-29,10:44:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2021-04-29 10:45:00+05:30,HDFCBANK.NS,1470.0,1470.45,1469.0,1470.4,19400,1483.89,1479.23,no,1476.8,1468.85,2021-04-29,10:45:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
91,2021-04-29 10:46:00+05:30,HDFCBANK.NS,1470.5,1471.25,1470.45,1471.15,7346,1483.75,1478.92,no,1476.5,1468.85,2021-04-29,10:46:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
92,2021-04-29 10:47:00+05:30,HDFCBANK.NS,1469.0,1469.25,1468.8,1469.05,15307,1483.58,1478.54,no,1474.95,1468.85,2021-04-29,10:47:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2021-04-29 10:48:00+05:30,HDFCBANK.NS,1469.0,1469.15,1467.05,1467.5,32489,1483.41,1478.17,no,1473.85,1468.8,2021-04-29,10:48:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
94,2021-04-29 10:49:00+05:30,HDFCBANK.NS,1467.5,1468.95,1466.1,1466.2,21986,1483.23,1477.81,no,1473.85,1467.05,2021-04-29,10:49:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2021-04-29 10:50:00+05:30,HDFCBANK.NS,1466.2,1466.65,1463.1,1463.1,59813,1483.02,1477.37,no,1473.85,1466.1,2021-04-29,10:50:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2021-04-29 10:51:00+05:30,HDFCBANK.NS,1463.65,1465.0,1462.75,1463.85,31653,1482.81,1476.89,no,1473.85,1463.1,2021-04-29,10:51:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2021-04-29 10:52:00+05:30,HDFCBANK.NS,1463.5,1463.85,1461.6,1461.85,37131,1482.59,1476.38,no,1472.45,1462.75,2021-04-29,10:52:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2021-04-29 10:53:00+05:30,HDFCBANK.NS,1461.85,1462.6,1461.5,1461.65,19208,1482.38,1475.84,no,1471.55,1461.6,2021-04-29,10:53:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2021-04-29 10:54:00+05:30,HDFCBANK.NS,1462.25,1462.5,1461.5,1462.0,18526,1482.17,1475.31,no,1471.3,1461.5,2021-04-29,10:54:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2021-04-29 10:55:00+05:30,HDFCBANK.NS,1462.5,1465.5,1462.5,1465.45,40122,1481.94,1474.93,no,1471.25,1461.5,2021-04-29,10:55:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2021-04-29 10:56:00+05:30,HDFCBANK.NS,1465.15,1466.9,1464.85,1465.0,26092,1481.72,1474.61,no,1471.25,1461.5,2021-04-29,10:56:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2021-04-29 10:57:00+05:30,HDFCBANK.NS,1464.9,1465.0,1462.5,1463.6,25962,1481.46,1474.24,no,1469.25,1461.5,2021-04-29,10:57:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2021-04-29 10:58:00+05:30,HDFCBANK.NS,1463.95,1464.0,1462.55,1462.55,26055,1481.2,1473.84,no,1469.15,1461.5,2021-04-29,10:58:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2021-04-29 10:59:00+05:30,HDFCBANK.NS,1462.55,1462.9,1461.5,1461.5,19654,1480.93,1473.41,no,1468.95,1461.5,2021-04-29,10:59:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2021-04-29 11:00:00+05:30,HDFCBANK.NS,1461.55,1462.35,1461.45,1461.7,21565,1480.62,1472.97,no,1466.9,1461.5,2021-04-29,11:00:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2021-04-29 11:01:00+05:30,HDFCBANK.NS,1461.85,1464.25,1461.6,1463.1,16877,1480.25,1472.63,no,1466.9,1461.45,2021-04-29,11:01:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2021-04-29 11:02:00+05:30,HDFCBANK.NS,1463.4,1465.0,1463.1,1464.6,10653,1479.88,1472.33,no,1466.9,1461.45,2021-04-29,11:02:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2021-04-29 11:03:00+05:30,HDFCBANK.NS,1465.0,1465.0,1464.2,1464.2,12600,1479.51,1472.04,no,1466.9,1461.45,2021-04-29,11:03:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2021-04-29 11:04:00+05:30,HDFCBANK.NS,1464.0,1464.0,1461.0,1461.05,27374,1479.1,1471.73,no,1466.9,1461.45,2021-04-29,11:04:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2021-04-29 11:05:00+05:30,HDFCBANK.NS,1461.7,1463.2,1461.0,1463.05,7785,1478.7,1471.39,no,1466.9,1461.0,2021-04-29,11:05:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2021-04-29 11:06:00+05:30,HDFCBANK.NS,1463.0,1464.0,1461.85,1462.1,16153,1478.31,1471.1,no,1466.9,1461.0,2021-04-29,11:06:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2021-04-29 11:07:00+05:30,HDFCBANK.NS,1462.0,1463.75,1462.0,1462.35,9274,1477.93,1470.82,no,1465.0,1461.0,2021-04-29,11:07:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2021-04-29 11:08:00+05:30,HDFCBANK.NS,1462.8,1464.0,1462.4,1462.8,7637,1477.56,1470.55,no,1465.0,1461.0,2021-04-29,11:08:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2021-04-29 11:09:00+05:30,HDFCBANK.NS,1463.3,1463.3,1461.1,1462.5,10285,1477.18,1470.26,no,1465.0,1461.0,2021-04-29,11:09:00,waiting,3.0,0.0,0.0,0.0,0.0,0.0,0.0
