,Datetime,tikr,open,high,low,close,volume,new_date,new_time
69,2021-04-13 10:24:00+05:30,ACC.NS,1895.5,1896.6,1895.0,1895.05,1582,2021-04-13,10:24:00
70,2021-04-13 10:25:00+05:30,ACC.NS,1896.0,1896.2,1895.0,1895.65,509,2021-04-13,10:25:00
71,2021-04-13 10:26:00+05:30,ACC.NS,1895.0,1895.6,1893.9,1894.05,622,2021-04-13,10:26:00
72,2021-04-13 10:27:00+05:30,ACC.NS,1893.9,1893.9,1891.75,1892.5,1638,2021-04-13,10:27:00
73,2021-04-13 10:28:00+05:30,ACC.NS,1892.5,1893.3,1888.0,1888.0,3751,2021-04-13,10:28:00
74,2021-04-13 10:29:00+05:30,ACC.NS,1888.0,1889.9,1887.85,1889.9,1697,2021-04-13,10:29:00
75,2021-04-13 10:30:00+05:30,ACC.NS,1889.9,1890.5,1889.9,1889.9,480,2021-04-13,10:30:00
76,2021-04-13 10:31:00+05:30,ACC.NS,1888.0,1889.05,1887.05,1887.1,1073,2021-04-13,10:31:00
77,2021-04-13 10:32:00+05:30,ACC.NS,1887.0,1888.35,1887.0,1888.25,862,2021-04-13,10:32:00
78,2021-04-13 10:33:00+05:30,ACC.NS,1888.4,1888.5,1887.2,1888.1,1151,2021-04-13,10:33:00
79,2021-04-13 10:34:00+05:30,ACC.NS,1887.25,1888.0,1887.1,1888.0,457,2021-04-13,10:34:00
80,2021-04-13 10:35:00+05:30,ACC.NS,1886.9,1887.4,1886.25,1887.4,1173,2021-04-13,10:35:00
81,2021-04-13 10:36:00+05:30,ACC.NS,1888.05,1892.0,1888.05,1890.95,2299,2021-04-13,10:36:00
82,2021-04-13 10:37:00+05:30,ACC.NS,1890.2,1890.95,1887.45,1888.4,898,2021-04-13,10:37:00
83,2021-04-13 10:38:00+05:30,ACC.NS,1890.55,1890.65,1888.85,1890.45,1264,2021-04-13,10:38:00
84,2021-04-13 10:39:00+05:30,ACC.NS,1891.6,1891.6,1890.65,1891.0,177,2021-04-13,10:39:00
85,2021-04-13 10:40:00+05:30,ACC.NS,1891.5,1894.0,1891.5,1892.55,1404,2021-04-13,10:40:00
86,2021-04-13 10:41:00+05:30,ACC.NS,1892.05,1893.85,1892.05,1893.85,244,2021-04-13,10:41:00
87,2021-04-13 10:42:00+05:30,ACC.NS,1893.85,1893.85,1891.1,1891.1,329,2021-04-13,10:42:00
88,2021-04-13 10:43:00+05:30,ACC.NS,1891.0,1892.4,1891.0,1892.0,1534,2021-04-13,10:43:00
89,2021-04-13 10:44:00+05:30,ACC.NS,1892.0,1892.0,1891.25,1891.25,240,2021-04-13,10:44:00
90,2021-04-13 10:45:00+05:30,ACC.NS,1891.8,1891.8,1889.25,1890.55,2072,2021-04-13,10:45:00
91,2021-04-13 10:46:00+05:30,ACC.NS,1890.3,1892.6,1889.5,1892.6,1286,2021-04-13,10:46:00
92,2021-04-13 10:47:00+05:30,ACC.NS,1890.4,1890.4,1887.6,1889.8,3406,2021-04-13,10:47:00
93,2021-04-13 10:48:00+05:30,ACC.NS,1889.05,1890.35,1888.75,1889.6,1383,2021-04-13,10:48:00
94,2021-04-13 10:49:00+05:30,ACC.NS,1888.2,1890.0,1888.2,1890.0,788,2021-04-13,10:49:00
95,2021-04-13 10:50:00+05:30,ACC.NS,1889.85,1890.0,1889.15,1890.0,368,2021-04-13,10:50:00
96,2021-04-13 10:51:00+05:30,ACC.NS,1890.9,1890.9,1888.6,1888.6,896,2021-04-13,10:51:00
97,2021-04-13 10:52:00+05:30,ACC.NS,1889.5,1890.0,1888.8,1889.15,601,2021-04-13,10:52:00
98,2021-04-13 10:53:00+05:30,ACC.NS,1888.8,1890.0,1888.8,1888.95,68,2021-04-13,10:53:00
99,2021-04-13 10:54:00+05:30,ACC.NS,1889.8,1889.8,1886.15,1886.85,1855,2021-04-13,10:54:00
100,2021-04-13 10:55:00+05:30,ACC.NS,1886.0,1887.1,1885.55,1887.1,1215,2021-04-13,10:55:00
101,2021-04-13 10:56:00+05:30,ACC.NS,1886.6,1886.6,1883.85,1884.65,2036,2021-04-13,10:56:00
102,2021-04-13 10:57:00+05:30,ACC.NS,1883.8,1884.9,1883.5,1884.35,1454,2021-04-13,10:57:00
103,2021-04-13 10:58:00+05:30,ACC.NS,1883.55,1888.85,1883.55,1888.85,2183,2021-04-13,10:58:00
104,2021-04-13 10:59:00+05:30,ACC.NS,1888.7,1888.75,1887.45,1887.85,879,2021-04-13,10:59:00
105,2021-04-13 11:00:00+05:30,ACC.NS,1887.4,1891.0,1887.4,1891.0,1010,2021-04-13,11:00:00
106,2021-04-13 11:01:00+05:30,ACC.NS,1891.0,1891.9,1890.0,1890.0,1669,2021-04-13,11:01:00
107,2021-04-13 11:02:00+05:30,ACC.NS,1888.7,1890.0,1888.0,1888.25,421,2021-04-13,11:02:00
108,2021-04-13 11:03:00+05:30,ACC.NS,1888.25,1889.5,1888.25,1889.5,94,2021-04-13,11:03:00
109,2021-04-13 11:04:00+05:30,ACC.NS,1889.5,1889.5,1888.0,1888.55,517,2021-04-13,11:04:00
110,2021-04-13 11:05:00+05:30,ACC.NS,1888.55,1888.55,1887.3,1887.3,973,2021-04-13,11:05:00
111,2021-04-13 11:06:00+05:30,ACC.NS,1887.3,1887.3,1887.0,1887.0,382,2021-04-13,11:06:00
112,2021-04-13 11:07:00+05:30,ACC.NS,1887.0,1887.15,1886.0,1886.0,897,2021-04-13,11:07:00
113,2021-04-13 11:08:00+05:30,ACC.NS,1885.3,1887.15,1884.9,1884.9,2273,2021-04-13,11:08:00
114,2021-04-13 11:09:00+05:30,ACC.NS,1885.25,1887.25,1885.25,1887.25,64,2021-04-13,11:09:00
115,2021-04-13 11:10:00+05:30,ACC.NS,1886.3,1887.4,1884.0,1884.5,750,2021-04-13,11:10:00
116,2021-04-13 11:11:00+05:30,ACC.NS,1883.8,1885.75,1883.8,1884.45,471,2021-04-13,11:11:00
117,2021-04-13 11:12:00+05:30,ACC.NS,1884.0,1885.0,1883.65,1883.65,1076,2021-04-13,11:12:00
118,2021-04-13 11:13:00+05:30,ACC.NS,1883.55,1885.15,1883.55,1884.5,611,2021-04-13,11:13:00
119,2021-04-13 11:14:00+05:30,ACC.NS,1884.25,1884.7,1881.4,1881.4,1437,2021-04-13,11:14:00
120,2021-04-13 11:15:00+05:30,ACC.NS,1881.15,1882.6,1881.0,1881.95,870,2021-04-13,11:15:00
121,2021-04-13 11:16:00+05:30,ACC.NS,1881.25,1882.25,1880.6,1880.6,2918,2021-04-13,11:16:00
122,2021-04-13 11:17:00+05:30,ACC.NS,1880.9,1882.75,1880.9,1881.45,5364,2021-04-13,11:17:00
123,2021-04-13 11:18:00+05:30,ACC.NS,1881.45,1885.0,1881.45,1885.0,739,2021-04-13,11:18:00
124,2021-04-13 11:19:00+05:30,ACC.NS,1884.6,1885.5,1884.05,1884.05,2077,2021-04-13,11:19:00
125,2021-04-13 11:20:00+05:30,ACC.NS,1884.1,1884.95,1884.0,1884.0,278,2021-04-13,11:20:00
126,2021-04-13 11:21:00+05:30,ACC.NS,1884.05,1884.05,1883.05,1883.55,882,2021-04-13,11:21:00
127,2021-04-13 11:22:00+05:30,ACC.NS,1882.75,1883.65,1882.75,1883.5,116,2021-04-13,11:22:00
128,2021-04-13 11:23:00+05:30,ACC.NS,1882.6,1884.85,1882.6,1884.0,1201,2021-04-13,11:23:00
129,2021-04-13 11:24:00+05:30,ACC.NS,1884.85,1886.0,1884.25,1884.25,1264,2021-04-13,11:24:00
130,2021-04-13 11:25:00+05:30,ACC.NS,1883.55,1883.95,1881.25,1881.25,761,2021-04-13,11:25:00
131,2021-04-13 11:26:00+05:30,ACC.NS,1880.4,1883.15,1880.25,1881.95,1364,2021-04-13,11:26:00
132,2021-04-13 11:27:00+05:30,ACC.NS,1881.95,1881.95,1881.05,1881.8,174,2021-04-13,11:27:00
133,2021-04-13 11:28:00+05:30,ACC.NS,1881.8,1881.95,1881.0,1881.2,1223,2021-04-13,11:28:00
134,2021-04-13 11:29:00+05:30,ACC.NS,1880.15,1881.0,1876.75,1877.35,6779,2021-04-13,11:29:00
135,2021-04-13 11:30:00+05:30,ACC.NS,1877.4,1877.9,1876.15,1876.15,564,2021-04-13,11:30:00
136,2021-04-13 11:31:00+05:30,ACC.NS,1877.0,1877.0,1873.9,1875.0,3285,2021-04-13,11:31:00
137,2021-04-13 11:32:00+05:30,ACC.NS,1875.0,1876.7,1874.0,1874.6,2323,2021-04-13,11:32:00
138,2021-04-13 11:33:00+05:30,ACC.NS,1874.5,1876.0,1873.45,1874.0,1877,2021-04-13,11:33:00
139,2021-04-13 11:34:00+05:30,ACC.NS,1874.0,1875.0,1873.7,1874.9,1947,2021-04-13,11:34:00
140,2021-04-13 11:35:00+05:30,ACC.NS,1874.9,1875.7,1874.5,1875.5,815,2021-04-13,11:35:00
141,2021-04-13 11:36:00+05:30,ACC.NS,1875.05,1875.05,1872.95,1873.0,324,2021-04-13,11:36:00
142,2021-04-13 11:37:00+05:30,ACC.NS,1872.95,1872.95,1870.6,1871.05,1610,2021-04-13,11:37:00
143,2021-04-13 11:38:00+05:30,ACC.NS,1871.0,1871.85,1870.5,1871.85,637,2021-04-13,11:38:00
144,2021-04-13 11:39:00+05:30,ACC.NS,1872.0,1872.65,1871.0,1871.8,1500,2021-04-13,11:39:00
145,2021-04-13 11:40:00+05:30,ACC.NS,1871.8,1871.8,1866.5,1867.0,4966,2021-04-13,11:40:00
146,2021-04-13 11:41:00+05:30,ACC.NS,1867.4,1872.05,1866.5,1871.75,2545,2021-04-13,11:41:00
147,2021-04-13 11:42:00+05:30,ACC.NS,1870.7,1871.65,1869.85,1869.85,715,2021-04-13,11:42:00
148,2021-04-13 11:43:00+05:30,ACC.NS,1870.75,1870.75,1869.05,1869.9,403,2021-04-13,11:43:00
149,2021-04-13 11:44:00+05:30,ACC.NS,1869.9,1874.0,1869.9,1874.0,1424,2021-04-13,11:44:00
150,2021-04-13 11:45:00+05:30,ACC.NS,1874.0,1876.3,1874.0,1876.2,2704,2021-04-13,11:45:00
151,2021-04-13 11:46:00+05:30,ACC.NS,1876.0,1876.0,1873.25,1873.25,234,2021-04-13,11:46:00
152,2021-04-13 11:47:00+05:30,ACC.NS,1872.05,1872.9,1866.05,1867.75,2345,2021-04-13,11:47:00
153,2021-04-13 11:48:00+05:30,ACC.NS,1867.05,1870.6,1867.05,1870.6,2524,2021-04-13,11:48:00
154,2021-04-13 11:49:00+05:30,ACC.NS,1870.7,1871.75,1870.15,1870.2,192,2021-04-13,11:49:00
155,2021-04-13 11:50:00+05:30,ACC.NS,1871.3,1873.0,1869.5,1872.1,995,2021-04-13,11:50:00
156,2021-04-13 11:51:00+05:30,ACC.NS,1872.55,1873.45,1872.5,1873.45,233,2021-04-13,11:51:00
157,2021-04-13 11:52:00+05:30,ACC.NS,1872.5,1872.5,1871.35,1872.1,367,2021-04-13,11:52:00
158,2021-04-13 11:53:00+05:30,ACC.NS,1872.0,1874.0,1871.2,1873.2,339,2021-04-13,11:53:00
159,2021-04-13 11:54:00+05:30,ACC.NS,1874.4,1874.4,1872.45,1873.25,862,2021-04-13,11:54:00
160,2021-04-13 11:55:00+05:30,ACC.NS,1872.85,1873.4,1872.85,1873.4,632,2021-04-13,11:55:00
161,2021-04-13 11:56:00+05:30,ACC.NS,1873.4,1875.3,1873.4,1874.55,819,2021-04-13,11:56:00
162,2021-04-13 11:57:00+05:30,ACC.NS,1875.25,1875.65,1874.5,1874.8,157,2021-04-13,11:57:00
163,2021-04-13 11:58:00+05:30,ACC.NS,1875.4,1875.7,1874.0,1874.0,386,2021-04-13,11:58:00
164,2021-04-13 11:59:00+05:30,ACC.NS,1874.0,1875.8,1873.55,1874.95,187,2021-04-13,11:59:00
165,2021-04-13 12:00:00+05:30,ACC.NS,1874.85,1876.4,1873.95,1874.2,2627,2021-04-13,12:00:00
166,2021-04-13 12:01:00+05:30,ACC.NS,1873.15,1873.9,1873.15,1873.9,743,2021-04-13,12:01:00
167,2021-04-13 12:02:00+05:30,ACC.NS,1873.05,1873.85,1872.55,1872.6,0,2021-04-13,12:02:00
168,2021-04-13 12:03:00+05:30,ACC.NS,1872.6,1873.5,1872.55,1872.6,89,2021-04-13,12:03:00
169,2021-04-13 12:04:00+05:30,ACC.NS,1872.0,1872.6,1871.6,1871.75,147,2021-04-13,12:04:00
170,2021-04-13 12:05:00+05:30,ACC.NS,1872.0,1873.7,1872.0,1873.0,693,2021-04-13,12:05:00
171,2021-04-13 12:06:00+05:30,ACC.NS,1872.65,1872.65,1868.05,1870.4,3232,2021-04-13,12:06:00
172,2021-04-13 12:07:00+05:30,ACC.NS,1869.4,1871.4,1868.25,1871.4,1004,2021-04-13,12:07:00
173,2021-04-13 12:08:00+05:30,ACC.NS,1870.35,1871.5,1869.45,1871.5,161,2021-04-13,12:08:00
174,2021-04-13 12:09:00+05:30,ACC.NS,1870.7,1871.55,1868.0,1869.1,2390,2021-04-13,12:09:00
175,2021-04-13 12:10:00+05:30,ACC.NS,1868.1,1868.85,1866.0,1866.0,741,2021-04-13,12:10:00
176,2021-04-13 12:11:00+05:30,ACC.NS,1866.0,1866.45,1864.0,1864.0,5569,2021-04-13,12:11:00
177,2021-04-13 12:12:00+05:30,ACC.NS,1863.95,1865.0,1861.0,1865.0,4994,2021-04-13,12:12:00
178,2021-04-13 12:13:00+05:30,ACC.NS,1864.7,1866.0,1863.05,1863.6,3038,2021-04-13,12:13:00
179,2021-04-13 12:14:00+05:30,ACC.NS,1864.55,1864.55,1860.0,1860.45,5010,2021-04-13,12:14:00
180,2021-04-13 12:15:00+05:30,ACC.NS,1861.4,1862.0,1858.25,1858.25,4894,2021-04-13,12:15:00
181,2021-04-13 12:16:00+05:30,ACC.NS,1859.6,1860.8,1858.05,1858.5,3150,2021-04-13,12:16:00
182,2021-04-13 12:17:00+05:30,ACC.NS,1858.0,1862.15,1858.0,1862.15,3038,2021-04-13,12:17:00
183,2021-04-13 12:18:00+05:30,ACC.NS,1861.35,1862.55,1860.0,1860.95,975,2021-04-13,12:18:00
184,2021-04-13 12:19:00+05:30,ACC.NS,1860.05,1861.0,1860.05,1860.25,704,2021-04-13,12:19:00
185,2021-04-13 12:20:00+05:30,ACC.NS,1860.95,1861.85,1860.55,1861.85,645,2021-04-13,12:20:00
186,2021-04-13 12:21:00+05:30,ACC.NS,1861.0,1863.95,1861.0,1863.65,1254,2021-04-13,12:21:00
187,2021-04-13 12:22:00+05:30,ACC.NS,1863.95,1864.45,1863.0,1863.05,487,2021-04-13,12:22:00
188,2021-04-13 12:23:00+05:30,ACC.NS,1863.0,1864.0,1862.3,1863.0,756,2021-04-13,12:23:00
189,2021-04-13 12:24:00+05:30,ACC.NS,1862.55,1865.5,1862.55,1865.0,1139,2021-04-13,12:24:00
190,2021-04-13 12:25:00+05:30,ACC.NS,1864.6,1865.0,1861.05,1862.15,1479,2021-04-13,12:25:00
191,2021-04-13 12:26:00+05:30,ACC.NS,1861.0,1862.55,1861.0,1862.55,291,2021-04-13,12:26:00
192,2021-04-13 12:27:00+05:30,ACC.NS,1863.05,1863.85,1861.95,1863.5,465,2021-04-13,12:27:00
193,2021-04-13 12:28:00+05:30,ACC.NS,1862.4,1864.0,1862.4,1864.0,243,2021-04-13,12:28:00
194,2021-04-13 12:29:00+05:30,ACC.NS,1864.95,1866.9,1864.45,1864.6,2024,2021-04-13,12:29:00
195,2021-04-13 12:30:00+05:30,ACC.NS,1864.7,1868.95,1864.7,1868.5,1915,2021-04-13,12:30:00
196,2021-04-13 12:31:00+05:30,ACC.NS,1869.65,1869.7,1867.9,1869.2,945,2021-04-13,12:31:00
197,2021-04-13 12:32:00+05:30,ACC.NS,1869.5,1870.65,1867.25,1869.9,1738,2021-04-13,12:32:00
198,2021-04-13 12:33:00+05:30,ACC.NS,1869.95,1871.0,1869.75,1870.9,721,2021-04-13,12:33:00
199,2021-04-13 12:34:00+05:30,ACC.NS,1872.0,1872.45,1871.05,1872.0,1800,2021-04-13,12:34:00
200,2021-04-13 12:35:00+05:30,ACC.NS,1871.05,1873.25,1871.05,1872.9,932,2021-04-13,12:35:00
201,2021-04-13 12:36:00+05:30,ACC.NS,1873.4,1873.4,1870.4,1872.6,1797,2021-04-13,12:36:00
202,2021-04-13 12:37:00+05:30,ACC.NS,1873.0,1873.5,1871.95,1873.5,939,2021-04-13,12:37:00
203,2021-04-13 12:38:00+05:30,ACC.NS,1873.3,1873.5,1872.55,1872.7,138,2021-04-13,12:38:00
204,2021-04-13 12:39:00+05:30,ACC.NS,1872.7,1873.0,1870.75,1871.0,1537,2021-04-13,12:39:00
205,2021-04-13 12:40:00+05:30,ACC.NS,1869.9,1872.0,1869.0,1872.0,1589,2021-04-13,12:40:00
206,2021-04-13 12:41:00+05:30,ACC.NS,1872.85,1873.0,1872.25,1872.9,722,2021-04-13,12:41:00
207,2021-04-13 12:42:00+05:30,ACC.NS,1872.35,1877.85,1872.35,1877.85,1736,2021-04-13,12:42:00
208,2021-04-13 12:43:00+05:30,ACC.NS,1878.0,1879.45,1877.05,1877.05,2650,2021-04-13,12:43:00
209,2021-04-13 12:44:00+05:30,ACC.NS,1877.15,1878.3,1875.95,1878.3,377,2021-04-13,12:44:00
210,2021-04-13 12:45:00+05:30,ACC.NS,1878.65,1879.0,1875.95,1879.0,673,2021-04-13,12:45:00
211,2021-04-13 12:46:00+05:30,ACC.NS,1878.9,1882.95,1878.9,1880.85,2727,2021-04-13,12:46:00
212,2021-04-13 12:47:00+05:30,ACC.NS,1879.75,1880.5,1879.0,1879.0,400,2021-04-13,12:47:00
213,2021-04-13 12:48:00+05:30,ACC.NS,1879.25,1879.65,1878.05,1879.65,242,2021-04-13,12:48:00
214,2021-04-13 12:49:00+05:30,ACC.NS,1879.75,1880.35,1878.9,1878.9,1391,2021-04-13,12:49:00
215,2021-04-13 12:50:00+05:30,ACC.NS,1880.0,1880.0,1878.7,1878.7,758,2021-04-13,12:50:00
216,2021-04-13 12:51:00+05:30,ACC.NS,1879.5,1880.3,1879.0,1880.3,254,2021-04-13,12:51:00
217,2021-04-13 12:52:00+05:30,ACC.NS,1879.05,1879.8,1878.5,1878.5,661,2021-04-13,12:52:00
218,2021-04-13 12:53:00+05:30,ACC.NS,1878.95,1878.95,1877.9,1877.9,303,2021-04-13,12:53:00
219,2021-04-13 12:54:00+05:30,ACC.NS,1878.45,1880.5,1878.45,1879.05,1543,2021-04-13,12:54:00
220,2021-04-13 12:55:00+05:30,ACC.NS,1878.65,1878.65,1875.0,1875.65,797,2021-04-13,12:55:00
221,2021-04-13 12:56:00+05:30,ACC.NS,1874.7,1875.85,1872.65,1872.65,1205,2021-04-13,12:56:00
222,2021-04-13 12:57:00+05:30,ACC.NS,1872.45,1876.15,1872.45,1875.0,586,2021-04-13,12:57:00
223,2021-04-13 12:58:00+05:30,ACC.NS,1874.95,1877.4,1874.95,1877.4,260,2021-04-13,12:58:00
224,2021-04-13 12:59:00+05:30,ACC.NS,1877.4,1877.75,1877.4,1877.5,792,2021-04-13,12:59:00
225,2021-04-13 13:00:00+05:30,ACC.NS,1878.0,1878.45,1878.0,1878.1,152,2021-04-13,13:00:00
